query,match_type,impressions,clicks,Currency code,avg_cpc,keyword_group,ctr,opportunity_clicks
shakker ai,Broad match,1,0,USD,0.0,AI development tools,0.0,1
software with python,Broad match,1,0,USD,0.0,AI programming assistant,0.0,1
ai create game,Exact match (close variant),1,0,USD,0.0,AI game development,0.0,1
ai documentation,Broad match,1,0,USD,0.0,ai software,0.0,1
openai models,Broad match,1,0,USD,0.0,ai software,0.0,1
best learning ai tools,Phrase match (close variant),1,0,USD,0.0,ai software,0.0,1
deepcode,Broad match,1,0,USD,0.0,AI code review,0.0,1
luma labs alternative,Broad match,1,0,USD,0.0,ai software,0.0,1
deploy ai,Broad match,1,0,USD,0.0,ai programs,0.0,1
tajaai,Broad match,1,0,USD,0.0,AI development tools,0.0,1
code correction ai tool,Phrase match (close variant),1,1,USD,0.14,ai software,1.0,0
the best artificial intelligence,Broad match,1,0,USD,0.0,ai software,0.0,1
ai apis,Broad match,1,0,USD,0.0,ai software,0.0,1
ai para fazer slides gratis,Broad match,1,0,USD,0.0,ai software,0.0,1
ai autocad drawing,Broad match,1,0,USD,0.0,ai software,0.0,1
ai tools for designers,Phrase match (close variant),1,0,USD,0.0,ai software,0.0,1
ai 代码 生成 器,Broad match,1,0,USD,0.0,ai tools,0.0,1
ai prompt database,Broad match,1,0,USD,0.0,AI software tools,0.0,1
referat ai,Broad match,1,0,USD,0.0,ai apps,0.0,1
ai program writer,Exact match (close variant),1,0,USD,0.0,AI code writing,0.0,1
optimum ai,Broad match,1,0,USD,0.0,AI software tools,0.0,1
no code ios app builder,Broad match,1,0,USD,0.0,AI development tools,0.0,1
ia da microsoft copilot,Broad match,1,0,USD,0.0,ai software,0.0,1
ai algorithm,Broad match,1,0,USD,0.0,coding ai,0.0,1
inteligencia artificial aplicaciones,Exact match (close variant),1,0,USD,0.0,ai apps,0.0,1
ai 3d model generator from image,Broad match,1,0,USD,0.0,ai tools,0.0,1
luma dream machine,Broad match,1,0,USD,0.0,AI software tools,0.0,1
ai architecture layout generator,Broad match,1,0,USD,0.0,AI software tools,0.0,1
reelcraft ai,Broad match,1,0,USD,0.0,AI software tools,0.0,1
ai excel,Broad match,1,0,USD,0.0,ai apps,0.0,1
crewai alternatives,Broad match,1,0,USD,0.0,AI coding tools,0.0,1
android app development ai,Phrase match (close variant),1,0,USD,0.0,ai software,0.0,1
orbiit ai,Phrase match (close variant),1,0,USD,0.0,ai software,0.0,1
ia analisis estadistico,Broad match,1,0,USD,0.0,AI for data analysis,0.0,1
open ai api react,Broad match,1,0,USD,0.0,ai software,0.0,1
luma ai com,Broad match,1,0,USD,0.0,ai apps,0.0,1
lumalab ai,Broad match,1,0,USD,0.0,ai apps,0.0,1
julius ai,Phrase match (close variant),1,0,USD,0.0,AI for data analysis,0.0,1
kea ai,Broad match,1,0,USD,0.0,ai software,0.0,1
small ai,Broad match,1,0,USD,0.0,ai tools,0.0,1
edrawmax ai,Phrase match (close variant),1,0,USD,0.0,ai software,0.0,1
ia para c++,Broad match,1,0,USD,0.0,ai software,0.0,1
alternative ai,Broad match,1,0,USD,0.0,ai software,0.0,1
generador de ia,Broad match,1,0,USD,0.0,ai programs,0.0,1
rize ai,Broad match,1,0,USD,0.0,AI software tools,0.0,1
chatgpt equivalent free,Broad match,1,1,USD,0.1,AI software tools,1.0,0
ai app link,Phrase match,1,0,USD,0.0,ai apps,0.0,1
ai code migration,Broad match,1,0,USD,0.0,ai programs,0.0,1
make presentation ai,Broad match,1,0,USD,0.0,ai software,0.0,1
ai html code generator from image,Broad match,1,0,USD,0.0,ai software,0.0,1
stablelm,Broad match,1,0,USD,0.0,artificial intelligence programming,0.0,1
ai powerpoint slide generator free,Broad match,1,0,USD,0.0,ai software,0.0,1
ai de matematica,Broad match,1,1,USD,0.38,ai tools,1.0,0
figma to code,Broad match,1,0,USD,0.0,coding ai,0.0,1
sami ai,Broad match,1,0,USD,0.0,AI software tools,0.0,1
bionic ai,Broad match,1,0,USD,0.0,ai software,0.0,1
openspace ai,Phrase match (close variant),1,0,USD,0.0,ai software,0.0,1
ai fusion,Broad match,1,0,USD,0.0,ai apps,0.0,1
learningstudioai,Broad match,1,0,USD,0.0,ai tools,0.0,1
purecode ai,Phrase match (close variant),1,0,USD,0.0,ai software,0.0,1
machine learning applications,Broad match,1,0,USD,0.0,ai software,0.0,1
blackbox ai visual studio,Phrase match (close variant),1,0,USD,0.0,ai software,0.0,1
roblox studio ai code generator,Broad match,1,0,USD,0.0,coding ai,0.0,1
ai tools for web development,Phrase match (close variant),1,0,USD,0.0,ai software,0.0,1
generative ai api,Broad match,1,0,USD,0.0,ai engineer,0.0,1
best no code ai app builder,Phrase match (close variant),1,0,USD,0.0,ai software,0.0,1
lumalabs ai dream machine,Broad match,1,0,USD,0.0,ai apps,0.0,1
iç mimarlık yapay zeka uygulamaları,Phrase match (close variant),1,0,USD,0.0,ai apps,0.0,1
javascript ia,Broad match,1,0,USD,0.0,ai programs,0.0,1
inteligencia artificial para crear programas,Phrase match (close variant),1,1,USD,0.41,ai software,1.0,0
ai platform like chatgpt,Broad match,1,1,USD,0.2,ai software,1.0,0
decohere ai alternative,Broad match,1,0,USD,0.0,ai tools,0.0,1
ai code gpt,Phrase match (close variant),1,0,USD,0.0,ai software,0.0,1
site para fazer slides ai,Broad match,1,0,USD,0.0,ai software,0.0,1
clone website with ai,Phrase match (close variant),1,0,USD,0.0,ai tools,0.0,1
hyperai,Broad match,1,0,USD,0.0,AI software tools,0.0,1
ai website builder open source,Phrase match (close variant),1,0,USD,0.0,ai software,0.0,1
codigo para programar,Broad match,1,0,USD,0.0,AI code writing,0.0,1
ai data visualization,Phrase match (close variant),1,0,USD,0.0,ai software,0.0,1
ai software maker,Phrase match,1,0,USD,0.0,ai software,0.0,1
llm software,Broad match,1,0,USD,0.0,ai software,0.0,1
coding tools,Broad match,1,0,USD,0.0,AI coding assistant,0.0,1
fazer slide com ia,Broad match,1,1,USD,0.27,ai software,1.0,0
figma plugin dev,Broad match,1,1,USD,0.1,AI development tools,1.0,0
emacs ai,Phrase match (close variant),1,0,USD,0.0,ai software,0.0,1
promeai pro,Broad match,1,0,USD,0.0,AI software tools,0.0,1
pygmalion ai,Broad match,1,0,USD,0.0,ai apps,0.0,1
app pie,Broad match,1,0,USD,0.0,ai apps,0.0,1
ia para codigos de programacao,Broad match,1,1,USD,0.21,coding ai,1.0,0
notepad++ ai plugin,Broad match,1,0,USD,0.0,ai software,0.0,1
python ai,Broad match,1,0,USD,0.0,ai engineer,0.0,1
chatgpt for qa,Broad match,1,0,USD,0.0,ai software,0.0,1
ai web application builder,Phrase match (close variant),1,1,USD,0.29,ai software,1.0,0
hack ai,Broad match,1,0,USD,0.0,ai apps,0.0,1
app openai,Broad match,1,0,USD,0.0,ai software,0.0,1
google ai developer,Phrase match (close variant),1,0,USD,0.0,ai software,0.0,1
google aistudio,Broad match,1,0,USD,0.0,AI software tools,0.0,1
mern ai,Broad match,1,0,USD,0.0,ai apps,0.0,1
artificial intelligence app download free,Broad match,1,0,USD,0.0,ai software,0.0,1
codepal ia,Broad match,1,0,USD,0.0,coding ai,0.0,1
sage ai,Phrase match (close variant),1,0,USD,0.0,ai software,0.0,1
ai app creator,Broad match,1,0,USD,0.0,ai software,0.0,1
programming language converter software,Broad match,1,0,USD,0.0,ai software,0.0,1
ai to figma,Broad match,1,0,USD,0.0,AI development tools,0.0,1
programming ai like chatgpt,Phrase match (close variant),1,0,USD,0.0,ai software,0.0,1
ai presentation maker free without login,Broad match,1,0,USD,0.0,ai software,0.0,1
mlflow alternatives open source,Broad match,1,0,USD,0.0,ai software,0.0,1
create video game with ai,Exact match (close variant),1,0,USD,0.0,AI game development,0.0,1
adrenaline ia,Broad match,1,0,USD,0.0,ai programs,0.0,1
swarmia alternatives,Broad match,1,0,USD,0.0,AI development tools,0.0,1
unit test ai generator,Phrase match (close variant),1,0,USD,0.0,ai software,0.0,1
ia gratis para pc,Broad match,1,0,USD,0.0,ai software,0.0,1
code ai assistant free,Phrase match (close variant),1,0,USD,0.0,ai software,0.0,1
dippy ai,Broad match,1,1,USD,0.77,ai software,1.0,0
scinapse ai,Phrase match (close variant),1,0,USD,0.0,ai software,0.0,1
google gemini ai,Broad match,1,0,USD,0.0,ai programs,0.0,1
vs code best extensions,Broad match,1,0,USD,0.0,AI code review,0.0,1
prom ai,Broad match,1,0,USD,0.0,AI software tools,0.0,1
programas de ia,Phrase match (close variant),1,0,USD,0.0,ai software,0.0,1
best python code editor,Broad match,1,0,USD,0.0,coding ai,0.0,1
coderabbit,Broad match,1,0,USD,0.0,ai apps,0.0,1
inteligencia artificial para crear juegos,Broad match,1,1,USD,0.2,AI game development,1.0,0
html ai generator,Phrase match (close variant),1,1,USD,0.51,coding ai,1.0,0
ia para códigos de programación,Broad match,1,0,USD,0.0,ai programs,0.0,1
video creating ai,Phrase match (close variant),1,0,USD,0.0,ai software,0.0,1
artificial general intelligence,Broad match,1,0,USD,0.0,ai programs,0.0,1
what is the best ai tool for powerpoint presentations,Broad match,1,0,USD,0.0,ai tools,0.0,1
yapay zeka render programları,Phrase match (close variant),1,0,USD,0.0,ai software,0.0,1
blockade labs ai,Broad match,1,0,USD,0.0,ai apps,0.0,1
html text generator,Broad match,1,0,USD,0.0,AI code writing,0.0,1
ai opportunity,Broad match,1,0,USD,0.0,ai software,0.0,1
creator ai,Broad match,1,0,USD,0.0,AI development tools,0.0,1
whitelabel ai tools,Phrase match (close variant),1,0,USD,0.0,ai software,0.0,1
how to make telegram bot with python,Broad match,1,0,USD,0.0,AI coding tools,0.0,1
cursor ai pricing,Phrase match (close variant),1,0,USD,0.0,ai software,0.0,1
ai certification,Broad match,1,0,USD,0.0,ai engineer,0.0,1
download artificial intelligence app for pc,Phrase match (close variant),1,0,USD,0.0,ai software,0.0,1
copilot ai coding,Phrase match (close variant),1,0,USD,0.0,ai software,0.0,1
criar slides com inteligência artificial,Broad match,1,1,USD,0.26,ai software,1.0,0
doctrina ai,Broad match,1,0,USD,0.0,ai programs,0.0,1
online python compiler online editor,Broad match,1,0,USD,0.0,coding ai,0.0,1
tools ai gratis,Phrase match (close variant),1,0,USD,0.0,ai software,0.0,1
sin code ai,Broad match,1,0,USD,0.0,AI code writing,0.0,1
futures tools,Broad match,1,0,USD,0.0,ai tools,0.0,1
puppet ai,Phrase match (close variant),1,0,USD,0.0,AI software tools,0.0,1
playground ai alternative,Broad match,1,0,USD,0.0,ai software,0.0,1
extension visual studio code inteligencia artificial,Broad match,1,0,USD,0.0,coding ai,0.0,1
ai products,Broad match,1,0,USD,0.0,AI software tools,0.0,1
create image ai free,Broad match,1,0,USD,0.0,ai apps,0.0,1
alchemist ai,Broad match,1,0,USD,0.0,AI software tools,0.0,1
inteligência artificial para criar histórias,Broad match,1,1,USD,0.2,ai programs,1.0,0
keystroke ai,Broad match,1,0,USD,0.0,ai software,0.0,1
topart ai,Broad match,1,0,USD,0.0,AI software tools,0.0,1
refract ai,Phrase match (close variant),1,0,USD,0.0,ai software,0.0,1
together ai alternatives,Broad match,1,0,USD,0.0,ai software,0.0,1
copilot gratuito,Broad match,1,0,USD,0.0,coding ai,0.0,1
mobile app maker ai,Phrase match (close variant),1,0,USD,0.0,ai software,0.0,1
generative expand ai,Phrase match (close variant),1,0,USD,0.0,ai software,0.0,1
coral ai,Phrase match (close variant),1,1,USD,0.01,ai software,1.0,0
prompt engineer,Broad match,1,1,USD,0.1,ai engineer,1.0,0
assistant intelligence artificielle,Broad match,1,0,USD,0.0,ai software,0.0,1
keri ai,Broad match,1,0,USD,0.0,AI development tools,0.0,1
free openai_api_key,Broad match,1,0,USD,0.0,AI for developers,0.0,1
free online humanize ai text,Broad match,1,0,USD,0.0,ai tools,0.0,1
python compiler online,Broad match,1,0,USD,0.0,coding ai,0.0,1
ia copilot,Broad match,1,0,USD,0.0,coding ai,0.0,1
wireframe with ai,Phrase match (close variant),1,0,USD,0.0,ai software,0.0,1
creatify,Broad match,1,0,USD,0.0,ai software,0.0,1
copilot for python,Broad match,1,0,USD,0.0,coding ai,0.0,1
ai c++ code generator,Broad match,1,0,USD,0.0,ai software,0.0,1
black box aı,Broad match,1,0,USD,0.0,coding ai,0.0,1
software ai engineer,Broad match,1,0,USD,0.0,ai software,0.0,1
chave openai gratis,Broad match,1,0,USD,0.0,ai tools,0.0,1
ai scientist,Broad match,1,0,USD,0.0,ai engineer,0.0,1
generate diagrams with ai,Phrase match (close variant),1,0,USD,0.0,ai software,0.0,1
ai for game developers,Phrase match (close variant),1,0,USD,0.0,ai software,0.0,1
deep ai,Broad match,1,0,USD,0.0,AI for data analysis,0.0,1
php openai,Broad match,1,0,USD,0.0,ai programs,0.0,1
free ai claude,Broad match,1,0,USD,0.0,AI software tools,0.0,1
cursor ai vs,Broad match,1,0,USD,0.0,artificial intelligence programming,0.0,1
ai model generator,Broad match,1,0,USD,0.0,ai software,0.0,1
ai code error finder,Broad match,1,0,USD,0.0,AI for coding,0.0,1
creador ia imagenes,Broad match,1,0,USD,0.0,AI software helper,0.0,1
best ai for css,Phrase match (close variant),1,0,USD,0.0,ai software,0.0,1
first ai developer,Broad match,1,0,USD,0.0,ai engineer,0.0,1
ai keywording tool,Broad match,1,0,USD,0.0,AI development tools,0.0,1
pyxis ai optimizer,Phrase match (close variant),1,0,USD,0.0,ai software,0.0,1
wordpress ai,Broad match,1,0,USD,0.0,AI coding assistant,0.0,1
tempest ai,Phrase match (close variant),1,0,USD,0.0,AI software tools,0.0,1
best ai websites for coding,Broad match,1,0,USD,0.0,ai software,0.0,1
dall e alternative,Broad match,1,1,USD,0.1,ai software,1.0,0
ai extension,Broad match,1,0,USD,0.0,ai apps,0.0,1
machine learning framework,Broad match,1,0,USD,0.0,ai software,0.0,1
chatgpt code generation,Broad match,1,0,USD,0.0,ai programs,0.0,1
wordpress code optimizer,Broad match,1,0,USD,0.0,AI code optimization,0.0,1
code reviewer,Broad match,1,0,USD,0.0,coding ai,0.0,1
simulation ai,Broad match,1,0,USD,0.0,ai software,0.0,1
alternative of copilot,Broad match,1,0,USD,0.0,ai software,0.0,1
api de ai,Broad match,1,0,USD,0.0,ai software,0.0,1
ai gpt,Phrase match (close variant),1,0,USD,0.0,ai software,0.0,1
ai coding app,Broad match,1,0,USD,0.0,ai software,0.0,1
digitaliza ai,Broad match,1,0,USD,0.0,ai software,0.0,1
gambar ai,Broad match,1,0,USD,0.0,ai apps,0.0,1
customgpt alternatives,Phrase match (close variant),1,0,USD,0.0,ai software,0.0,1
openai generator,Broad match,1,0,USD,0.0,AI code writing,0.0,1
ai starter,Broad match,1,0,USD,0.0,ai programs,0.0,1
ai 3d model generator free,Broad match,1,0,USD,0.0,ai tools,0.0,1
mobile app builder,Broad match,1,1,USD,0.1,AI development tools,1.0,0
autohotkey alternative,Broad match,1,0,USD,0.0,AI coding tools,0.0,1
artificial intelligence based projects,Broad match,1,0,USD,0.0,ai software,0.0,1
chatgpt for app development,Broad match,1,0,USD,0.0,ai software,0.0,1
ai for productivity,Phrase match (close variant),1,0,USD,0.0,ai software,0.0,1
php ai code generator,Phrase match (close variant),1,0,USD,0.0,ai software,0.0,1
aijourney,Broad match,1,0,USD,0.0,ai software,0.0,1
replit free alternatives,Broad match,1,0,USD,0.0,coding ai,0.0,1
wonder dynamics ai,Broad match,1,0,USD,0.0,ai software,0.0,1
gbt ai,Phrase match (close variant),1,0,USD,0.0,ai software,0.0,1
best of ai,Broad match,1,0,USD,0.0,ai software,0.0,1
visual studio code ia,Phrase match (close variant),1,0,USD,0.0,ai tools,0.0,1
ai js,Broad match,1,1,USD,0.12,ai tools,1.0,0
programming ai tools,Exact match (close variant),1,0,USD,0.0,AI for coding,0.0,1
sample ai,Broad match,1,0,USD,0.0,ai programs,0.0,1
llm coding,Phrase match (close variant),1,0,USD,0.0,coding ai,0.0,1
ai app download for pc windows 10,Broad match,1,0,USD,0.0,ai software,0.0,1
most advanced ai,Broad match,1,0,USD,0.0,ai software,0.0,1
expertise ai,Broad match,1,0,USD,0.0,AI development aid,0.0,1
copilot unit test generation,Broad match,1,0,USD,0.0,AI unit testing,0.0,1
passgan ai,Broad match,1,0,USD,0.0,ai tools,0.0,1
create excel sheet with ai,Broad match,1,0,USD,0.0,ai tools,0.0,1
dalido ai,Broad match,1,0,USD,0.0,AI code enhancement,0.0,1
ai tools for excel,Broad match,1,0,USD,0.0,ai software,0.0,1
laravel ai code generator,Phrase match (close variant),1,1,USD,0.1,ai software,1.0,0
ai powerpoint,Broad match,1,0,USD,0.0,ai programs,0.0,1
vercel ai ui,Broad match,1,0,USD,0.0,AI development tools,0.0,1
mini apps ai,Broad match,1,0,USD,0.0,ai apps,0.0,1
free ai power point,Broad match,1,0,USD,0.0,ai tools,0.0,1
layer ai review,Broad match,1,0,USD,0.0,AI software tools,0.0,1
free ai funnel builder,Broad match,1,0,USD,0.0,ai software,0.0,1
qt unit tests,Broad match,1,0,USD,0.0,AI unit testing,0.0,1
how to use vscode copilot,Broad match,1,0,USD,0.0,coding ai,0.0,1
ai phân tích dữ liệu,Broad match,1,0,USD,0.0,ai software,0.0,1
chatgpt similar tools,Broad match,1,1,USD,0.26,ai tools,1.0,0
tavili ai,Broad match,1,0,USD,0.0,AI software tools,0.0,1
inteligencia artificial que desenha gratis,Broad match,1,2,USD,0.46,ai programs,2.0,-1
validly,Broad match,1,1,USD,0.35,AI software tools,1.0,0
vscode ai extension,Phrase match (close variant),1,0,USD,0.0,ai software,0.0,1
mojo ai reveal,Broad match,1,0,USD,0.0,artificial intelligence programming,0.0,1
claude anthropic ai,Broad match,1,0,USD,0.0,AI software tools,0.0,1
ai code gpt,Broad match,1,0,USD,0.0,ai programs,0.0,1
test to see if text is ai generated,Broad match,1,0,USD,0.0,AI code review,0.0,1
ai voice cloning api,Broad match,1,0,USD,0.0,ai software,0.0,1
ai text classifier by openai,Phrase match (close variant),1,0,USD,0.0,AI software tools,0.0,1
codegpt,Phrase match (close variant),1,0,USD,0.0,coding ai,0.0,1
mintlify examples,Broad match,1,0,USD,0.0,AI development tools,0.0,1
freeway ia,Broad match,1,0,USD,0.0,ai tools,0.0,1
gen code generator cs2,Broad match,1,0,USD,0.0,AI code writing,0.0,1
blackbox ai español,Broad match,1,0,USD,0.0,ai software,0.0,1
fauxpilot,Broad match,1,0,USD,0.0,ai software,0.0,1
página de inteligencia artificial gratis,Broad match,1,0,USD,0.0,AI for data analysis,0.0,1
ai sql query,Phrase match (close variant),1,0,USD,0.0,ai software,0.0,1
aws ai,Phrase match (close variant),1,0,USD,0.0,ai software,0.0,1
d5 render ai,Broad match,1,0,USD,0.0,AI development tools,0.0,1
chat blackbox ai code generation code chat code search,Phrase match (close variant),1,0,USD,0.0,ai software,0.0,1
openai dotnet,Broad match,1,0,USD,0.0,AI for data analysis,0.0,1
is this code ai generated,Broad match,1,0,USD,0.0,coding ai,0.0,1
ai uni,Broad match,1,0,USD,0.0,ai programs,0.0,1
longshot ai,Broad match,1,0,USD,0.0,AI development tools,0.0,1
r inteligencia artificial,Broad match,1,0,USD,0.0,ai software,0.0,1
create report ai,Broad match,1,1,USD,0.51,ai software,1.0,0
flutterflow ia,Broad match,1,0,USD,0.0,ai apps,0.0,1
oasis decatur ai,Broad match,1,0,USD,0.0,ai software,0.0,1
clion ai assistant,Phrase match (close variant),1,0,USD,0.0,ai software,0.0,1
http ideogram ai,Broad match,1,0,USD,0.0,AI software tools,0.0,1
aask ai,Broad match,1,0,USD,0.0,AI software tools,0.0,1
lumalabs,Broad match,1,0,USD,0.0,ai apps,0.0,1
open ai coding,Phrase match (close variant),1,0,USD,0.0,ai software,0.0,1
ai tools like chatgpt free,Broad match,1,0,USD,0.0,ai software,0.0,1
voice assistant python code,Phrase match (close variant),1,0,USD,0.0,coding ai,0.0,1
best coding gpt,Broad match,1,0,USD,0.0,ai software,0.0,1
ai visual studio,Phrase match (close variant),1,0,USD,0.0,ai software,0.0,1
ai word document generator,Broad match,1,1,USD,0.39,ai tools,1.0,0
ia de programadores,Broad match,1,0,USD,0.0,artificial intelligence programming,0.0,1
ai pr review,Broad match,1,0,USD,0.0,ai apps,0.0,1
matlab ai assistant,Phrase match (close variant),1,0,USD,0.0,AI coding assistant,0.0,1
game maker ai,Broad match,1,0,USD,0.0,AI coding assistant,0.0,1
ai based recruiting,Broad match,1,0,USD,0.0,ai software,0.0,1
inteligencia artificial de criar imagens,Broad match,1,0,USD,0.0,ai programs,0.0,1
terraform ai,Phrase match (close variant),1,0,USD,0.0,ai software,0.0,1
intelx io alternative,Broad match,1,0,USD,0.0,AI development tools,0.0,1
inteligencia artificial para excel,Broad match,1,0,USD,0.0,AI development tools,0.0,1
graph ai,Broad match,1,0,USD,0.0,AI software tools,0.0,1
copilot coding,Broad match,1,0,USD,0.0,ai software,0.0,1
frontend ai,Broad match,1,0,USD,0.0,ai tools,0.0,1
top 10 ai tool,Phrase match (close variant),1,0,USD,0.0,ai software,0.0,1
scout asset ai,Broad match,1,0,USD,0.0,AI software tools,0.0,1
visoid ai,Broad match,1,0,USD,0.0,AI development tools,0.0,1
copilot designer,Phrase match (close variant),1,0,USD,0.0,coding ai,0.0,1
game ia,Broad match,1,0,USD,0.0,AI game development,0.0,1
ia en mi pc,Broad match,1,0,USD,0.0,ai software,0.0,1
zep ai,Broad match,1,0,USD,0.0,AI software tools,0.0,1
ai bots,Broad match,1,0,USD,0.0,ai software,0.0,1
akademik yapay zeka uygulamaları,Phrase match (close variant),1,0,USD,0.0,ai apps,0.0,1
visual studio code fork with ai,Phrase match (close variant),1,0,USD,0.0,ai programs,0.0,1
codex gpt,Broad match,1,0,USD,0.0,coding ai,0.0,1
futurepedia ai,Phrase match (close variant),1,0,USD,0.0,ai software,0.0,1
vectorizer ai free,Broad match,1,0,USD,0.0,ai tools,0.0,1
rag ai architecture,Broad match,1,0,USD,0.0,AI project management,0.0,1
criar post inteligencia artificial,Broad match,1,1,USD,0.23,ai programs,1.0,0
alternative to chatgpt free,Broad match,1,0,USD,0.0,ai tools,0.0,1
como criar uma ia,Broad match,1,0,USD,0.0,ai apps,0.0,1
engineer ai,Broad match,1,0,USD,0.0,ai software,0.0,1
vic ai,Phrase match (close variant),1,1,USD,0.1,ai software,1.0,0
ai learning website,Broad match,1,2,USD,0.2,ai software,2.0,-1
blender ai prompt,Broad match,1,0,USD,0.0,ai apps,0.0,1
opencv ai,Broad match,1,0,USD,0.0,AI software tools,0.0,1
ai tools for full stack developer,Phrase match (close variant),1,0,USD,0.0,ai software,0.0,1
united kingdom ai,Broad match,1,0,USD,0.0,ai software,0.0,1
asapp,Broad match,1,0,USD,0.0,ai software,0.0,1
gain ai,Broad match,1,0,USD,0.0,AI software tools,0.0,1
ai full stack developer,Broad match,1,0,USD,0.0,ai software,0.0,1
la mejor ia para programar gratis,Broad match,1,0,USD,0.0,ai programs,0.0,1
tractable ai,Phrase match (close variant),1,0,USD,0.0,ai tools,0.0,1
imageai,Broad match,1,0,USD,0.0,ai software,0.0,1
gen ai free,Broad match,1,0,USD,0.0,ai download,0.0,1
bert ai google,Broad match,1,0,USD,0.0,AI code enhancement,0.0,1
ai with screenshot,Broad match,1,0,USD,0.0,ai apps,0.0,1
gpt builder,Broad match,1,0,USD,0.0,AI for data analysis,0.0,1
ai game developer,Broad match,1,0,USD,0.0,ai tools,0.0,1
poly ai download pc,Broad match,1,0,USD,0.0,ai software,0.0,1
chatgpt codigo python,Broad match,1,0,USD,0.0,ai programs,0.0,1
ai 生成 產品 圖,Broad match,1,0,USD,0.0,ai software,0.0,1
cedille ai,Broad match,1,0,USD,0.0,AI programming tools,0.0,1
more sites like chat gpt,Broad match,1,1,USD,0.2,coding ai,1.0,0
best ai subscription,Broad match,1,0,USD,0.0,ai software,0.0,1
info ai,Broad match,1,0,USD,0.0,ai software,0.0,1
create videos with ai free,Broad match,1,0,USD,0.0,ai tools,0.0,1
best ai for game coding,Broad match,1,0,USD,0.0,ai software,0.0,1
c# online coding,Broad match,1,0,USD,0.0,coding ai,0.0,1
video generation ai,Broad match,1,0,USD,0.0,ai apps,0.0,1
best ai for developers,Phrase match (close variant),1,0,USD,0.0,ai software,0.0,1
ia para generar codigo python,Broad match,1,1,USD,0.1,ai software,1.0,0
scripting bot,Broad match,1,0,USD,0.0,AI code writing,0.0,1
gamma app generate,Broad match,1,0,USD,0.0,ai apps,0.0,1
myninja ai,Broad match,1,0,USD,0.0,ai software,0.0,1
pinokio ai,Broad match,1,0,USD,0.0,AI software tools,0.0,1
ai add on,Broad match,1,0,USD,0.0,ai apps,0.0,1
como hacer una ia,Broad match,1,0,USD,0.0,ai programs,0.0,1
all ai sites,Broad match,1,0,USD,0.0,ai software,0.0,1
ollama ai,Broad match,1,0,USD,0.0,AI software tools,0.0,1
query optimization online,Broad match,1,0,USD,0.0,AI for software optimization,0.0,1
android studio ai code generator,Phrase match (close variant),1,0,USD,0.0,ai software,0.0,1
powerpoint ai free,Broad match,1,0,USD,0.0,ai tools,0.0,1
api heygen,Broad match,1,0,USD,0.0,AI development tools,0.0,1
css code optimizer,Broad match,1,0,USD,0.0,AI code optimization,0.0,1
tryoutlier ai,Broad match,1,0,USD,0.0,ai software,0.0,1
visual studio code gpt,Broad match,1,0,USD,0.0,coding ai,0.0,1
yapay zeka kontrol,Broad match,1,0,USD,0.0,ai software,0.0,1
códice openai,Broad match,1,1,USD,0.49,ai for programming,1.0,0
ai expert roadmap,Broad match,1,0,USD,0.0,AI for coding,0.0,1
nuwa ai,Broad match,1,0,USD,0.0,AI software tools,0.0,1
claude aı,Broad match,1,0,USD,0.0,ai programs,0.0,1
micro saas ai,Broad match,1,0,USD,0.0,ai software,0.0,1
explain code ai,Broad match,1,0,USD,0.0,ai software,0.0,1
openai api for free,Phrase match (close variant),1,0,USD,0.0,ai software,0.0,1
ai based software companies in india,Broad match,1,0,USD,0.0,ai software,0.0,1
artificial intelligence app,Phrase match (close variant),1,0,USD,0.0,ai software,0.0,1
domoai app,Broad match,1,0,USD,0.0,ai apps,0.0,1
free ai for microsoft word,Broad match,1,0,USD,0.0,ai software,0.0,1
cortex ia,Phrase match (close variant),1,0,USD,0.0,ai software,0.0,1
paginas para crear videos con inteligencia artificial gratis,Broad match,1,1,USD,0.1,ai software,1.0,0
ai based adaptive learning,Broad match,1,0,USD,0.0,ai software,0.0,1
free chatgpt alternative,Broad match,1,0,USD,0.0,ai apps,0.0,1
ai html code editor,Phrase match (close variant),1,0,USD,0.0,coding ai,0.0,1
ai wireframe maker,Phrase match (close variant),1,0,USD,0.0,ai software,0.0,1
chatgpt alternative ai,Broad match,1,0,USD,0.0,ai software,0.0,1
alpaca ai,Broad match,1,0,USD,0.0,ai apps,0.0,1
replit com codewithharry,Broad match,1,0,USD,0.0,AI code review,0.0,1
ai app maker online free,Phrase match (close variant),1,0,USD,0.0,ai software,0.0,1
unity ai github,Broad match,1,0,USD,0.0,AI development tools,0.0,1
ia para criar slides gratuito em português,Broad match,1,0,USD,0.0,ai software,0.0,1
flux ai,Broad match,1,0,USD,0.0,ai tools,0.0,1
no code ai builder,Phrase match (close variant),1,1,USD,0.36,ai software,1.0,0
shortx ai,Broad match,1,0,USD,0.0,AI software tools,0.0,1
ai training platforms,Broad match,1,0,USD,0.0,ai software,0.0,1
botbuilders ai,Phrase match (close variant),1,0,USD,0.0,ai software,0.0,1
ai js,Broad match,1,0,USD,0.0,ai apps,0.0,1
opus clip alternative,Broad match,1,0,USD,0.0,ai software,0.0,1
starcoder vs copilot,Broad match,1,0,USD,0.0,ai software,0.0,1
inteligencia artificial gratis para crear presentaciones,Broad match,1,0,USD,0.0,ai software,0.0,1
programas que utilizan inteligencia artificial,Broad match,1,0,USD,0.0,ai software,0.0,1
